application,approval,uid,gender,bal,prod_list,item,seq_len,item_neg
0,0,779,1,86498,"56,89,59",75,3,12
0,0,652,1,48139,"22,6,55",78,3,11
1,0,551,2,10002,"58,56,53",13,3,28
1,1,1053,2,92925,"19,51,48",48,3,82
0,1,1520,2,12720,"97,77,90",27,3,75
0,1,1751,1,31998,"32,32,8",96,3,3
0,0,1845,1,26622,"40,97,49",64,3,63
0,1,913,1,40572,"26,82,69",98,3,96
0,1,1828,1,56151,"87,2,79",9,3,44
0,1,672,2,95088,"48,41,73",41,3,17
0,1,1832,2,21629,"52,76,95",27,3,53
0,0,1447,1,37492,"81,35,68",28,3,17
0,1,1538,1,44603,"44,100,41",49,3,52
0,0,771,2,18386,"25,47,47",27,3,82
1,0,1839,2,64487,"86,67,11",5,3,60
1,0,120,2,60781,"29,54,63",100,3,58
0,1,1531,2,47117,"90,79,66",76,3,89
0,1,771,1,29430,"49,29,34",14,3,10
1,0,1288,1,14036,"24,24,45",90,3,90
0,0,860,1,37787,"14,76,18",64,3,88
1,0,1204,1,87790,"75,94,64",69,3,82
1,1,232,1,24368,"89,61,52",82,3,76
1,1,1207,2,51065,"5,31,12",18,3,32
1,1,879,2,13872,"37,2,3",75,3,35
0,1,1271,2,28492,"32,98,80",53,3,54
0,1,1028,1,43428,"46,15,62",77,3,34
0,0,192,2,88917,"41,58,98",50,3,31
0,1,780,2,47799,"59,39,25",72,3,72
1,1,331,1,51408,"6,71,38",71,3,54
1,0,159,2,16074,"94,29,84",40,3,34
1,0,668,2,62976,"57,48,50",73,3,98
0,1,276,1,35317,"32,58,30",57,3,7
0,1,579,1,22905,"93,64,37",89,3,64
0,1,327,2,93695,"33,49,40",42,3,28
0,1,352,1,89971,"52,27,79",75,3,62
0,1,1511,1,77346,"71,65,81",3,3,97
0,0,958,2,61192,"47,86,50",35,3,36
0,1,1999,1,26233,"8,26,11",48,3,95
1,1,170,1,85793,"70,59,49",92,3,87
1,0,1140,1,65663,"33,36,81",2,3,52
0,0,734,2,64213,"72,64,83",47,3,14
0,1,1499,2,35571,"76,78,3",5,3,61
0,0,1548,2,48013,"17,14,55",5,3,59
0,0,1808,2,19700,"29,43,35",75,3,16
0,0,196,1,22944,"100,96,32",55,3,82
0,1,779,1,28106,"62,13,4",5,3,38
1,1,135,2,99329,"23,87,98",66,3,6
1,1,565,2,47157,"63,18,73",1,3,7
1,0,956,2,41130,"86,90,66",95,3,41
1,1,1725,2,59087,"59,65,49",57,3,5
1,1,10,2,49114,"83,9,92",71,3,41
0,1,374,1,66897,"74,20,90",13,3,81
0,0,188,1,60860,"89,40,1",73,3,88
0,0,136,2,68561,"80,25,36",4,3,20
0,0,1840,2,28868,"33,72,80",73,3,68
1,0,1495,2,80195,"71,41,11",92,3,81
0,0,1555,1,34498,"97,28,45",39,3,91
1,0,704,1,75076,"20,11,34",84,3,51
1,0,1565,1,65070,"83,38,51",72,3,2
0,1,451,1,81695,"30,46,59",23,3,49
0,0,1056,2,26415,"93,100,90",66,3,64
1,1,579,1,61012,"4,52,6",86,3,73
0,0,1204,2,16743,"17,14,19",91,3,80
1,0,905,2,46942,"46,68,72",56,3,53
1,0,1498,2,20542,"52,0,11",34,3,61
1,1,785,2,43143,"20,5,26",21,3,38
1,0,102,1,52619,"34,94,14",62,3,78
1,0,1470,2,40624,"31,54,69",15,3,19
0,0,1862,2,69313,"65,32,87",73,3,15
0,0,236,1,56408,"21,43,19",93,3,91
1,1,1794,1,30241,"33,94,35",41,3,24
0,0,1260,2,32964,"96,44,0",28,3,45
0,0,1546,1,96077,"12,97,40",3,3,6
1,1,1142,2,27491,"76,82,79",18,3,16
0,1,317,2,66816,"4,36,64",16,3,35
1,1,1129,2,68149,"58,4,98",60,3,87
0,1,1664,1,41312,"86,65,63",73,3,10
0,1,1395,1,83039,"83,87,64",32,3,47
0,1,1714,1,92912,"48,91,47",38,3,14
1,1,1623,1,10455,"3,86,14",52,3,79
0,1,1630,1,45918,"72,18,79",76,3,85
0,0,15,1,45117,"35,80,31",33,3,6
0,1,477,2,73625,"69,26,52",36,3,15
0,0,339,2,90230,"59,64,56",93,3,39
1,0,1163,1,60995,"36,99,71",91,3,97
1,0,194,1,24569,"61,98,75",52,3,82
0,0,1414,1,94388,"20,100,91",9,3,64
0,0,558,1,35011,"7,11,39",31,3,16
1,0,1476,2,47685,"100,12,66",57,3,72
0,1,1848,1,51698,"9,89,6",21,3,66
1,1,1368,2,64531,"32,48,8",30,3,80
1,0,771,2,59161,"36,7,46",42,3,27
0,0,1296,2,76825,"20,20,24",36,3,19
1,0,225,1,93360,"62,54,90",77,3,20
1,1,992,2,78100,"52,44,32",13,3,80
0,1,1531,2,73286,"100,64,93",53,3,53
0,0,1865,2,93852,"82,14,57",20,3,31
1,0,208,2,19520,"4,52,58",52,3,35
1,1,1623,2,10677,"73,53,17",46,3,78
0,1,869,2,46864,"10,54,19",66,3,67
1,1,1418,2,35045,"81,75,9",52,3,26
1,1,1365,1,11065,"4,36,36",75,3,15
1,1,135,2,44145,"95,12,52",56,3,90
0,0,0,2,97265,"0,65,89",100,3,24
1,0,1210,2,19716,"80,29,84",1,3,90
0,0,1899,1,43084,"67,85,69",7,3,66
0,0,1044,2,28719,"67,96,43",31,3,11
0,0,1491,1,64019,"77,60,64",17,3,4
0,1,623,1,19128,"34,79,3",19,3,61
0,1,1184,1,72691,"22,75,83",78,3,90
1,0,1152,2,81810,"78,6,36",18,3,57
1,1,1088,1,74137,"79,54,83",57,3,21
0,0,1847,1,99191,"97,76,11",71,3,13
0,0,1842,2,89000,"36,15,28",61,3,60
0,1,1934,1,54663,"9,90,7",5,3,25
1,1,1256,2,61336,"95,73,0",81,3,20
0,1,1162,1,78473,"95,14,71",73,3,37
1,0,493,2,68191,"51,64,92",21,3,30
0,1,592,1,76768,"18,18,43",12,3,58
0,0,609,1,55644,"93,67,23",99,3,69
0,0,1447,1,74406,"39,7,75",13,3,71
1,1,1843,2,15152,"3,43,37",19,3,42
0,1,1346,1,82652,"33,55,77",94,3,87
0,0,312,1,34747,"39,77,10",99,3,66
1,0,1356,1,22820,"67,31,3",67,3,94
0,1,1159,1,85584,"69,51,6",48,3,31
1,0,1414,1,64179,"27,93,23",26,3,56
0,1,815,2,80318,"56,23,93",62,3,85
0,1,523,1,21989,"81,62,85",76,3,60
0,1,642,2,24554,"18,86,69",40,3,84
1,1,117,1,59923,"74,24,48",79,3,18
1,1,1418,1,49026,"24,15,42",3,3,31
0,0,360,1,80386,"58,93,15",100,3,61
1,1,12,1,73609,"24,58,52",42,3,48
1,1,183,1,75032,"68,61,62",15,3,22
1,0,85,2,78040,"18,93,56",85,3,59
1,1,910,1,76874,"34,28,12",78,3,11
0,1,480,2,84106,"52,13,66",48,3,84
1,0,406,1,78172,"87,57,85",99,3,14
0,0,5,2,49370,"2,89,77",46,3,22
0,0,759,1,99862,"88,38,26",57,3,10
1,1,1149,2,23483,"95,62,31",19,3,80
1,0,1342,1,82186,"95,100,78",73,3,39
1,0,224,2,65841,"61,65,61",72,3,57
0,1,1557,1,93405,"76,58,49",20,3,16
1,0,1329,2,89018,"42,53,79",80,3,77
0,1,738,2,16276,"73,34,40",83,3,76
1,0,1306,1,18805,"32,83,34",37,3,9
1,1,1177,2,48430,"80,12,13",23,3,66
1,1,947,2,24331,"36,11,13",10,3,22
1,1,1678,2,35555,"46,96,56",7,3,17
0,1,1595,1,28848,"58,19,99",79,3,30
1,0,821,1,31504,"9,21,8",20,3,34
1,1,1942,2,55027,"11,35,99",100,3,44
1,0,1002,1,83709,"69,89,69",100,3,85
1,1,1305,1,54988,"74,73,11",65,3,19
0,0,761,1,61170,"56,48,24",37,3,33
1,1,997,1,67298,"4,5,75",18,3,65
0,0,882,2,69316,"59,81,21",38,3,58
0,0,189,2,98075,"31,19,92",16,3,49
1,1,426,1,39859,"99,55,80",40,3,38
1,0,97,1,64617,"2,75,33",98,3,52
1,0,1467,1,11910,"67,30,30",56,3,16
1,0,1934,1,15880,"55,48,81",34,3,16
0,0,233,1,66473,"100,68,55",80,3,97
1,0,1341,1,46875,"45,55,95",58,3,46
1,0,1436,1,28530,"79,36,72",39,3,70
0,0,1416,1,69438,"28,59,13",48,3,24
0,0,1158,2,80383,"81,64,47",39,3,8
0,0,1528,2,64159,"14,93,93",1,3,54
1,0,108,2,83971,"38,5,16",99,3,27
1,1,1597,1,87372,"98,87,61",5,3,92
0,1,1390,2,75075,"90,3,93",55,3,18
1,0,661,2,72801,"46,65,7",10,3,88
1,0,1149,2,19779,"43,11,94",12,3,35
1,0,973,1,64163,"91,46,61",77,3,65
0,1,1573,1,81873,"30,4,21",61,3,63
1,1,440,2,86979,"67,63,17",13,3,47
1,1,1750,1,14445,"9,58,98",6,3,62
1,0,840,1,65165,"71,12,12",72,3,45
1,1,945,2,92424,"97,28,94",94,3,99
1,1,1444,2,85634,"44,70,59",14,3,39
0,0,16,2,98400,"93,5,97",66,3,28
0,1,1166,1,12743,"56,74,59",42,3,21
0,1,1618,2,67987,"25,9,22",54,3,92
1,0,1816,1,71552,"44,96,6",4,3,80
0,1,435,1,90760,"67,34,55",48,3,72
1,0,1008,2,67487,"21,66,80",66,3,83
1,0,1883,1,13477,"10,96,98",76,3,42
0,0,1318,1,29908,"56,81,23",56,3,68
1,0,1927,2,78827,"42,19,55",92,3,8
0,0,1991,1,40411,"30,92,28",11,3,56
1,1,1990,2,32938,"79,7,70",74,3,98
1,1,1676,1,71393,"59,96,5",14,3,51
1,1,1504,2,84803,"97,26,0",47,3,75
0,1,623,2,88900,"52,9,72",67,3,12
0,0,1565,2,46558,"7,97,90",25,3,4
0,0,627,1,85349,"14,4,88",9,3,18
0,0,628,1,12495,"52,74,1",80,3,29
0,0,1181,2,89491,"57,11,11",85,3,99
1,1,1270,2,79051,"72,17,92",6,3,9
0,1,298,1,14931,"34,34,100",33,3,57
0,0,1352,1,36047,"3,38,36",31,3,98
1,1,1755,2,98688,"45,29,53",98,3,90
1,0,573,1,52375,"4,29,60",17,3,19
1,1,1884,2,63324,"47,45,68",19,3,57
0,0,1418,2,18084,"61,49,64",17,3,18
1,1,97,1,87863,"62,64,49",88,3,27
0,0,1383,1,39920,"37,85,15",23,3,28
0,1,153,2,86769,"66,61,1",14,3,8
0,1,1771,2,83576,"94,57,47",92,3,20
1,0,1728,2,74862,"78,54,57",67,3,33
0,1,1937,2,81201,"84,19,24",11,3,44
0,1,1567,2,88465,"47,100,81",74,3,14
1,1,1431,2,52284,"23,6,0",84,3,79
1,0,748,2,12041,"20,83,75",37,3,37
1,0,776,1,52013,"57,8,76",87,3,63
0,0,1820,2,24272,"14,57,6",65,3,97
0,1,1517,2,95588,"21,83,87",88,3,38
1,0,1345,2,56647,"75,14,26",9,3,24
0,1,467,1,26555,"81,8,80",60,3,31
0,0,1209,1,37545,"29,39,30",37,3,56
1,0,775,2,22187,"93,91,29",31,3,90
0,0,892,1,65096,"17,35,26",76,3,80
0,0,1151,2,75636,"91,19,52",81,3,59
1,0,1924,1,10595,"59,98,19",63,3,62
0,0,1330,1,38085,"6,1,35",29,3,95
1,0,61,1,61314,"51,74,34",25,3,19
1,0,1439,1,52209,"30,89,62",37,3,89
1,1,834,2,95712,"0,81,76",37,3,9
1,1,707,1,86041,"28,82,99",57,3,73
0,1,413,2,32495,"97,49,32",83,3,10
1,1,978,2,57698,"88,12,50",92,3,83
1,1,325,2,61378,"84,83,26",95,3,10
1,0,1832,1,40544,"82,75,75",44,3,42
1,0,1251,1,65363,"47,0,61",83,3,10
0,0,662,1,55477,"45,89,58",95,3,19
0,0,1196,1,20597,"21,91,67",77,3,22
0,1,1413,2,46571,"5,52,4",67,3,91
0,0,1035,1,33410,"60,71,13",87,3,1
0,1,574,1,12683,"75,61,43",42,3,91
0,0,1691,1,98225,"50,32,2",68,3,66
1,1,1235,1,46747,"97,75,29",79,3,50
0,1,1493,2,21434,"78,36,84",9,3,59
0,1,1896,2,67724,"27,48,23",49,3,71
0,1,702,2,81893,"83,93,42",4,3,12
1,1,988,2,45101,"96,35,56",36,3,74
1,0,1956,2,43640,"87,59,87",11,3,23
0,1,431,2,72223,"50,66,16",21,3,3
0,1,415,2,34751,"34,7,49",54,3,22
0,1,1316,2,21727,"78,37,24",34,3,47
1,1,347,2,64792,"48,98,76",32,3,79
0,0,165,2,67597,"73,11,60",95,3,54
0,1,1945,2,16556,"51,80,22",18,3,63
0,1,1624,2,15653,"75,80,78",19,3,11
1,1,1578,1,19065,"95,11,12",62,3,2
0,1,1457,1,33570,"22,99,55",87,3,53
0,1,1375,1,83253,"31,75,15",77,3,46
1,0,1204,1,86437,"88,77,7",15,3,98
1,1,392,1,16624,"16,17,48",43,3,4
1,0,454,2,86686,"34,42,34",43,3,61
1,0,1779,2,83101,"88,23,8",74,3,36
1,0,795,2,19001,"51,63,88",90,3,23
0,1,1271,1,76891,"81,16,53",26,3,31
1,1,155,1,55950,"49,8,60",93,3,55
0,0,235,1,33165,"31,52,77",74,3,91
0,1,1103,2,49362,"6,54,11",83,3,76
1,1,881,1,38319,"32,41,28",17,3,2
0,0,1244,1,14763,"16,75,58",56,3,89
0,0,383,1,48975,"27,100,77",73,3,49
1,1,1420,2,38007,"54,2,99",32,3,29
0,1,1755,2,42360,"32,64,20",10,3,63
1,1,522,1,85472,"15,94,33",28,3,49
1,1,1821,1,46499,"15,75,69",20,3,97
1,0,308,1,23296,"62,2,3",49,3,95
1,1,392,2,17900,"24,12,29",30,3,4
0,1,360,2,53530,"97,28,13",20,3,52
1,0,1028,2,56097,"14,49,91",18,3,63
1,1,288,2,19091,"34,50,77",92,3,78
1,1,1453,1,95201,"80,28,23",61,3,20
1,1,247,2,95881,"8,9,22",27,3,18
1,1,1181,2,60785,"52,8,16",47,3,23
0,1,1050,1,84078,"11,73,82",11,3,94
1,0,604,1,85990,"40,57,49",34,3,46
1,0,1813,1,44456,"12,59,56",87,3,41
1,1,921,2,11238,"87,97,8",16,3,69
1,0,1251,2,41003,"41,74,81",91,3,54
1,1,63,2,49875,"61,12,14",25,3,38
1,0,1366,1,71743,"23,87,39",98,3,65
1,1,1948,2,14763,"73,88,91",30,3,78
0,0,1946,2,24025,"61,13,68",28,3,27
1,1,762,2,80136,"67,15,50",10,3,5
0,1,1691,1,50406,"59,23,67",22,3,76
0,0,537,1,88005,"34,14,78",93,3,30
0,1,956,1,27346,"83,36,63",54,3,11
0,1,1636,2,91910,"10,97,61",3,3,53
0,1,328,1,50697,"0,77,28",100,3,47
0,0,1694,1,48117,"30,51,7",81,3,0
0,1,1225,2,93510,"44,55,72",74,3,77
1,1,1480,1,35103,"25,75,11",11,3,92
0,1,294,2,58175,"39,32,84",63,3,9
0,1,1576,2,58784,"47,34,68",26,3,59
1,1,586,1,46023,"19,59,35",73,3,12
1,0,432,2,15192,"74,26,14",17,3,88
1,1,1949,2,23568,"79,19,40",77,3,90
1,1,222,1,79814,"37,2,14",49,3,19
0,1,1549,1,97147,"25,78,12",11,3,37
0,0,1186,2,27429,"57,2,70",28,3,16
1,1,1600,2,42103,"52,15,67",82,3,96
0,1,663,1,48028,"98,92,38",60,3,88
0,1,1292,2,59880,"16,13,36",44,3,74
1,1,1022,2,77952,"24,4,97",91,3,82
0,0,516,2,29345,"33,86,67",48,3,45
0,0,1954,2,61950,"17,30,11",12,3,46
1,1,351,1,53648,"94,76,9",94,3,52
0,0,1920,1,93912,"91,24,31",88,3,73
0,0,1471,1,88642,"3,96,57",38,3,89
0,0,287,1,84451,"53,44,68",60,3,5
1,0,506,2,91996,"96,45,77",82,3,36
1,1,510,1,25928,"67,26,100",52,3,3
1,0,392,1,90888,"58,93,34",53,3,91
1,0,527,1,75892,"56,46,5",5,3,51
0,1,1813,1,20995,"3,38,89",32,3,50
1,0,1383,1,20072,"23,46,7",2,3,57
0,0,243,1,93326,"17,90,41",6,3,6
1,1,297,1,65238,"47,49,30",49,3,27
1,0,307,2,47919,"89,55,42",32,3,11
0,1,455,2,29016,"1,13,92",57,3,74
0,1,1857,2,12405,"19,66,44",52,3,36
1,0,623,2,17435,"42,24,87",59,3,18
1,1,1122,2,44039,"77,86,13",90,3,3
1,1,224,2,20103,"37,82,53",78,3,65
0,1,1163,2,35528,"30,100,51",36,3,14
1,0,1229,1,45719,"100,18,11",86,3,43
0,1,741,1,44628,"26,72,80",91,3,96
1,1,1252,1,14925,"51,93,82",70,3,38
1,0,662,1,10862,"66,0,77",84,3,14
0,1,800,2,96980,"2,35,48",98,3,21
0,0,1619,1,45054,"46,46,82",34,3,86
1,1,445,2,28655,"40,64,8",69,3,39
0,0,930,2,35931,"17,58,12",98,3,68
1,0,1898,2,48664,"96,43,94",36,3,8
0,1,1479,2,97753,"80,59,20",25,3,95
0,1,331,1,74530,"25,48,82",5,3,87
0,0,549,2,80381,"27,54,93",58,3,36
1,0,1138,1,22184,"85,52,69",50,3,18
1,1,1233,2,52790,"29,21,36",13,3,87
0,1,265,1,73915,"21,23,76",81,3,41
0,0,320,2,96144,"98,52,79",67,3,85
0,1,857,2,59517,"44,54,36",62,3,45
1,0,416,1,23173,"17,87,18",14,3,24
0,0,1605,1,94647,"81,60,16",18,3,44
1,1,452,2,75111,"17,42,37",2,3,38
0,1,485,2,71539,"24,43,31",75,3,96
1,0,1674,2,63760,"59,45,2",80,3,31
0,0,653,2,22265,"29,90,62",44,3,11
0,0,368,1,70249,"73,92,62",89,3,7
1,0,698,1,88316,"78,4,62",90,3,89
1,1,798,2,40092,"42,22,73",41,3,67
0,0,424,2,38501,"18,19,86",89,3,31
0,0,991,1,41797,"98,10,14",93,3,52
0,1,563,2,81431,"18,74,20",28,3,7
0,1,258,1,52804,"90,13,52",19,3,61
0,0,1723,2,36768,"41,0,67",93,3,36
0,0,1353,2,76850,"4,98,43",58,3,44
1,0,1642,2,98943,"92,10,23",59,3,94
0,0,1705,1,88525,"38,56,89",37,3,69
0,0,1553,1,73957,"37,18,91",20,3,17
0,1,394,2,53248,"83,76,16",88,3,85
1,0,323,1,84053,"34,16,24",39,3,17
1,0,1158,2,44103,"41,96,44",90,3,43
0,0,943,2,85426,"81,15,51",75,3,36
1,0,1246,2,50022,"7,92,27",21,3,3
1,0,1712,1,16996,"59,66,86",27,3,22
1,1,1416,1,58415,"42,64,53",12,3,48
0,0,494,1,58434,"77,25,62",53,3,7
1,0,365,2,63064,"53,66,36",44,3,79
0,1,786,1,43226,"4,1,84",67,3,88
0,1,1085,1,11561,"1,70,29",45,3,9
1,0,1107,2,42526,"31,95,71",95,3,64
1,1,1341,1,21992,"23,80,16",86,3,66
1,1,1704,1,61204,"38,98,70",34,3,53
0,0,1926,1,51017,"24,94,51",83,3,57
0,0,1224,1,22854,"90,49,9",34,3,79
0,1,465,2,33236,"46,8,91",44,3,40
0,0,488,1,32769,"1,57,85",34,3,83
1,0,1815,1,21129,"82,8,24",32,3,1
0,1,1031,1,10503,"20,31,8",97,3,58
0,0,1200,1,98781,"62,3,31",29,3,1
1,0,935,1,23196,"67,82,92",90,3,69
0,1,793,2,81797,"7,59,49",40,3,60
1,0,1062,2,96608,"3,99,60",76,3,51
1,0,1537,1,17348,"33,15,59",94,3,54
0,0,401,2,79959,"2,76,2",96,3,56
0,1,1040,2,71436,"23,39,56",79,3,43
1,0,751,2,31210,"15,97,80",26,3,70
0,1,983,2,79804,"87,88,7",21,3,53
1,0,900,2,74357,"83,33,56",28,3,27
1,1,388,1,76282,"100,14,68",89,3,37
0,0,855,2,54176,"65,68,45",49,3,18
1,1,1932,2,26305,"0,0,71",33,3,48
1,0,874,1,71244,"34,42,69",64,3,62
0,0,1884,1,82220,"23,14,23",100,3,20
0,0,1430,1,67844,"24,61,49",90,3,37
0,1,1432,1,75045,"3,22,48",50,3,27
0,0,209,1,84354,"59,24,72",65,3,91
1,1,1478,2,52033,"26,92,66",75,3,49
1,1,160,2,48141,"93,78,73",8,3,80
0,0,1893,2,15654,"16,74,44",67,3,21
1,0,965,2,60717,"4,86,99",4,3,86
1,0,1912,2,43700,"87,0,3",82,3,18
1,1,819,1,39682,"45,80,12",34,3,88
1,0,1652,2,13005,"91,95,78",82,3,12
0,1,573,1,57573,"77,76,36",34,3,43
1,0,91,1,58700,"12,33,57",19,3,26
0,1,285,2,26282,"1,96,22",32,3,6
1,0,1362,1,66770,"71,84,37",61,3,78
0,1,496,2,59777,"37,7,7",30,3,22
1,1,1778,2,39257,"61,10,90",96,3,80
1,0,1968,2,22810,"36,80,26",25,3,26
0,0,1784,1,57427,"71,92,3",4,3,98
1,0,1536,1,71465,"75,98,24",78,3,53
0,1,1911,2,43309,"0,43,30",73,3,9
1,1,935,2,87365,"1,74,3",47,3,53
1,0,1310,1,86840,"74,99,55",67,3,4
1,0,298,1,95360,"78,44,100",79,3,39
1,0,1267,2,81739,"12,19,94",9,3,58
0,1,1735,1,98595,"20,54,29",83,3,94
0,0,645,2,44442,"20,88,88",10,3,60
1,0,670,2,29015,"99,38,3",28,3,35
1,0,1729,1,26373,"49,68,41",55,3,57
0,1,1294,2,43758,"6,45,66",7,3,91
0,1,301,2,61219,"89,75,32",41,3,60
0,0,878,2,81079,"99,35,77",9,3,11
0,0,410,2,43531,"75,77,37",26,3,33
0,0,618,1,64989,"71,20,1",36,3,74
0,0,1444,1,70357,"18,83,44",57,3,41
0,0,1603,1,72291,"25,14,59",46,3,52
0,0,1410,2,19676,"13,68,69",12,3,57
0,0,1325,1,76989,"9,25,15",6,3,91
1,0,1933,1,51943,"97,48,77",19,3,20
0,0,1892,1,13825,"83,1,33",32,3,7
0,0,474,2,21612,"27,32,72",67,3,39
1,0,878,1,91574,"23,80,30",49,3,91
1,0,387,1,81646,"11,9,56",69,3,72
0,1,1593,1,73824,"16,59,66",25,3,47
0,1,1125,1,55563,"73,99,98",84,3,37
0,1,1358,2,65137,"79,12,69",31,3,68
1,1,838,1,38275,"51,48,37",52,3,61
1,1,759,1,52232,"56,93,95",13,3,32
0,1,1941,1,89871,"14,95,70",88,3,51
1,1,1040,1,49449,"5,16,21",41,3,91
1,0,850,2,66379,"97,81,48",70,3,43
0,0,66,1,53341,"14,87,92",54,3,59
0,0,1859,1,20613,"49,41,57",50,3,17
1,0,1859,1,12107,"52,80,88",59,3,19
1,0,317,1,73159,"68,81,46",98,3,74
1,0,447,2,19701,"95,6,52",53,3,23
0,1,490,1,66282,"94,22,39",96,3,69
0,0,108,1,19627,"64,16,88",90,3,70
0,1,406,1,60291,"30,26,89",88,3,61
0,0,1245,1,68626,"36,95,48",26,3,15
1,0,1481,1,96397,"31,81,14",21,3,52
1,0,1961,1,96908,"99,47,45",26,3,46
0,1,1571,1,76699,"65,73,86",47,3,11
0,0,966,2,28086,"50,100,84",80,3,95
1,0,916,2,27875,"27,94,43",36,3,95
0,0,454,2,66087,"41,62,26",30,3,20
0,1,356,2,55963,"6,82,5",45,3,18
0,1,1734,2,17259,"32,30,78",41,3,91
1,0,871,1,30392,"40,94,56",1,3,74
0,1,1736,1,27209,"3,100,93",24,3,26
1,1,1754,1,43992,"54,7,14",70,3,77
0,1,1561,2,48863,"1,15,60",92,3,48
1,1,1948,1,34908,"32,40,71",44,3,62
0,0,321,1,67609,"92,100,48",42,3,35
1,1,868,2,41389,"59,27,0",72,3,67
1,1,1795,1,60136,"45,97,48",64,3,37
0,0,310,1,41233,"74,48,74",55,3,36
0,0,1159,2,68183,"7,62,75",69,3,2
1,1,159,1,52030,"80,18,72",3,3,45
1,0,234,1,49579,"23,25,77",75,3,39
1,0,920,2,82163,"99,27,46",3,3,41
1,0,1291,2,96135,"86,40,45",61,3,28
0,0,1425,1,37173,"19,3,86",17,3,31
0,0,1222,1,75380,"22,57,49",37,3,66
1,1,1823,1,25457,"43,95,24",22,3,21
0,0,842,1,80253,"40,73,65",64,3,40
0,1,1117,1,94456,"46,16,40",56,3,53
1,1,1154,2,76965,"79,0,87",28,3,31
1,0,526,1,55658,"4,56,16",81,3,23
1,1,688,1,93191,"51,39,15",81,3,34
0,0,1492,2,77305,"59,69,75",72,3,64
0,0,932,2,59112,"81,34,100",84,3,46
1,0,1383,2,82981,"84,18,83",4,3,50
1,0,636,1,27634,"32,31,86",22,3,53
1,1,992,2,12538,"4,96,99",53,3,38
1,1,1959,1,17699,"87,99,49",83,3,72
1,1,428,1,52874,"29,13,52",40,3,85
0,0,260,2,86994,"82,34,33",9,3,66
1,0,1431,2,13872,"85,40,3",6,3,68
0,1,1380,2,68678,"81,76,82",44,3,83
0,0,656,2,32745,"84,27,16",74,3,24
0,1,1136,1,96665,"5,51,35",77,3,41
0,1,1889,1,95278,"0,18,85",89,3,44
1,1,1128,1,30388,"29,67,87",30,3,60
0,1,890,2,16321,"89,28,98",40,3,80
0,1,1499,1,29079,"35,75,92",38,3,78
1,1,1732,1,72240,"94,97,36",71,3,47
0,1,1337,2,90813,"25,15,38",14,3,25
1,1,1876,1,27059,"7,26,79",62,3,24
0,1,1635,1,19082,"93,88,82",25,3,63
0,1,141,1,52019,"40,70,6",28,3,69
0,1,109,1,91566,"93,47,75",24,3,59
0,1,604,2,18439,"16,66,54",26,3,39
0,0,33,2,48301,"44,12,23",27,3,72
0,0,651,2,70447,"84,11,93",37,3,79
0,1,160,1,21985,"80,1,60",47,3,19
0,1,295,2,82662,"59,98,27",38,3,97
0,1,1516,2,97850,"41,50,56",73,3,19
0,0,733,1,50335,"39,70,34",8,3,41
1,0,1323,1,48998,"94,76,77",50,3,29
1,1,14,1,12230,"30,57,24",41,3,79
1,0,1948,1,98357,"26,88,10",13,3,2
1,1,1936,2,35661,"6,47,79",68,3,30
0,0,1184,2,85353,"1,95,62",56,3,28
0,1,822,1,42123,"50,2,49",31,3,1
0,1,1210,1,84906,"39,93,18",64,3,48
1,1,1053,1,95494,"94,42,43",59,3,47
0,0,1447,1,97920,"55,61,76",72,3,76
0,1,111,1,14103,"3,45,39",32,3,63
0,0,987,2,42156,"68,30,90",2,3,82
1,0,759,1,41682,"2,22,67",100,3,59
1,1,1896,2,42414,"96,66,14",47,3,12
1,0,484,1,40072,"88,63,20",13,3,35
0,1,1170,2,80212,"64,49,64",5,3,98
0,1,1110,2,62544,"47,93,70",39,3,43
0,0,1246,1,37739,"49,52,54",36,3,8
1,0,1735,2,63409,"76,42,72",68,3,81
0,0,1481,2,60603,"18,10,3",8,3,68
0,1,1276,1,77777,"57,15,48",83,3,5
0,1,612,1,48202,"34,39,96",27,3,19
1,0,430,2,70385,"64,82,50",85,3,19
1,0,453,2,16996,"93,70,90",80,3,55
1,1,1555,1,16475,"93,48,47",81,3,52
1,1,1155,1,37447,"57,28,71",73,3,38
1,1,1706,2,23158,"82,80,57",83,3,55
1,0,1991,1,26245,"34,32,7",53,3,63
1,1,209,2,32703,"84,45,51",63,3,64
1,1,1776,2,28711,"57,99,61",8,3,24
1,1,1863,2,95888,"91,23,1",64,3,56
0,0,1200,1,60632,"67,67,49",18,3,26
1,0,1308,1,59801,"86,72,27",78,3,47
1,1,373,2,85049,"30,92,48",100,3,62
1,0,1674,2,34670,"29,98,90",41,3,39
0,1,836,2,51506,"78,47,36",78,3,96
0,1,1402,2,12762,"5,73,28",24,3,70
1,0,39,2,36187,"83,85,73",94,3,37
1,0,1786,1,43915,"56,22,99",87,3,57
1,0,198,2,78047,"76,50,90",23,3,95
1,0,240,2,92891,"24,94,25",33,3,47
0,1,522,2,71816,"91,69,92",21,3,71
1,0,418,1,96630,"77,93,13",21,3,9
0,0,576,2,29862,"2,97,100",76,3,25
1,1,1775,2,75705,"30,10,21",86,3,8
1,1,1247,1,29386,"60,2,73",94,3,68
0,1,197,2,78618,"92,36,79",23,3,48
1,0,1105,1,84206,"59,43,45",63,3,96
1,0,869,1,34495,"83,61,33",73,3,10
